Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Purpose,Loan_Application_Date,Approval_Date,Loan_Amount,Loan_Amount_Category,Interest_Rate,Loan_Tenure_Months,Monthly_Installment,Loan_Status,Loan_Approval_Flag,Risk_Category,Default_Probability,Default_Flag,Outstanding_Debt,Debt_to_Income_Ratio,Debt_to_Income_Category,Estimated_Annual_Interest
LN-103219,CUST-13219,BR-005,Personal Loan,Home Renovation,2022-09-01,2022-09-04,45000.0,Medium ($25k-$75k),10.53,36,1463.25,Approved,1,Low Risk,0.0094,0,35642.88,0.2304,Moderate (20-35%),4738.5
LN-114742,CUST-24742,BR-007,Home Loan,Home Purchase,2024-05-22,2024-05-27,550000.0,Jumbo (>=$200k),3.58,240,3212.43,Approved,1,Low Risk,0.008,0,13307.91,0.0823,Low (<20%),19690.0
LN-103521,CUST-13521,BR-009,Auto Loan,Used Vehicle,2022-08-27,2022-09-02,33600.0,Medium ($25k-$75k),7.21,48,807.87,Approved,1,Low Risk,0.0161,0,29217.21,0.3053,Moderate (20-35%),2422.56
LN-106595,CUST-16595,BR-004,Auto Loan,New Vehicle,2024-04-14,2024-04-17,27800.0,Medium ($25k-$75k),5.79,36,843.09,Approved,1,Low Risk,0.008,0,12813.02,0.1529,Low (<20%),1609.62
LN-105948,CUST-15948,BR-009,Personal Loan,Major Purchase,2021-10-14,2021-10-24,45000.0,Medium ($25k-$75k),11.88,36,1492.07,Approved,1,Low Risk,0.0464,0,29768.44,0.1748,Low (<20%),5346.0
LN-119342,CUST-29342,BR-013,Personal Loan,Debt Consolidation,2023-03-28,,3800.0,Micro (<$10k),12.81,24,180.32,Rejected,0,Medium Risk,0.1085,0,13995.8,0.3076,Moderate (20-35%),486.78
LN-102589,CUST-12589,BR-011,Home Loan,Refinance,2023-03-31,2023-04-07,69200.0,Medium ($25k-$75k),5.61,360,397.7,Approved,1,Low Risk,0.0128,0,8059.12,0.3076,Moderate (20-35%),3882.12
LN-104696,CUST-14696,BR-009,Personal Loan,Major Purchase,2022-11-05,2022-11-08,6700.0,Micro (<$10k),9.84,48,169.41,Approved,1,Low Risk,0.008,0,7804.0,0.1951,Low (<20%),659.28
LN-113550,CUST-23550,BR-003,Auto Loan,New Vehicle,2023-10-31,,8300.0,Micro (<$10k),6.73,36,255.26,Rejected,0,Low Risk,0.0122,0,6361.26,0.3279,Moderate (20-35%),558.59
LN-117049,CUST-27049,BR-009,Home Loan,Home Purchase,2021-06-02,,109300.0,Large ($75k-$200k),8.57,360,845.85,Rejected,0,Medium Risk,0.1354,0,16989.72,0.4642,Manageable (36-49%),9367.01
LN-105242,CUST-15242,BR-001,Home Loan,Refinance,2024-03-12,2024-03-26,171600.0,Large ($75k-$200k),5.94,360,1022.22,Approved,1,Low Risk,0.0085,0,10030.55,0.2417,Moderate (20-35%),10193.04
LN-109951,CUST-19951,BR-006,Auto Loan,Used Vehicle,2021-12-23,2021-12-26,34000.0,Medium ($25k-$75k),5.76,48,794.76,Approved,1,Low Risk,0.008,0,22046.62,0.2126,Moderate (20-35%),1958.4
LN-113437,CUST-23437,BR-012,Education Loan,Graduate School,2024-05-13,,54700.0,Medium ($25k-$75k),9.28,180,563.95,Rejected,0,High Risk,0.2484,0,53292.6,0.639,Critical (>=50%),5076.16
LN-116676,CUST-26676,BR-011,Personal Loan,Medical Expenses,2023-05-27,,4900.0,Micro (<$10k),15.01,36,169.88,Rejected,0,Very High Risk,0.4829,0,16777.2,0.5115,Critical (>=50%),735.49
LN-108644,CUST-18644,BR-008,Home Loan,Home Purchase,2021-02-21,,550000.0,Jumbo (>=$200k),7.07,360,3685.06,Rejected,0,Medium Risk,0.0503,0,87732.12,0.4541,Manageable (36-49%),38885.0
LN-106807,CUST-16807,BR-007,Education Loan,Undergraduate Studies,2023-12-13,,21600.0,Small ($10k-$25k),7.82,60,436.11,Rejected,0,Low Risk,0.0463,0,11651.3,0.3149,Moderate (20-35%),1689.12
LN-119956,CUST-29956,BR-011,Personal Loan,Major Purchase,2021-10-29,2021-11-06,20700.0,Small ($10k-$25k),11.32,36,680.83,Approved,1,Low Risk,0.0278,0,28261.8,0.2243,Moderate (20-35%),2343.24
LN-109045,CUST-19045,BR-003,Home Loan,Home Purchase,2022-12-02,2022-12-08,485600.0,Jumbo (>=$200k),5.83,360,2858.56,Approved,1,Low Risk,0.0104,0,29998.32,0.2904,Moderate (20-35%),28310.48
LN-119943,CUST-29943,BR-003,Auto Loan,New Vehicle,2021-02-22,2021-02-28,45800.0,Medium ($25k-$75k),7.81,60,924.5,Approved,1,Low Risk,0.0326,0,27228.71,0.2641,Moderate (20-35%),3576.98
LN-114504,CUST-24504,BR-005,Auto Loan,Used Vehicle,2022-12-13,2022-12-27,19400.0,Small ($10k-$25k),6.26,72,323.9,Approved,1,Low Risk,0.008,0,18205.04,0.2242,Moderate (20-35%),1214.44
LN-102465,CUST-12465,BR-001,Business Loan,Business Expansion,2021-11-11,,106400.0,Large ($75k-$200k),8.41,120,1314.09,Rejected,0,Low Risk,0.0187,0,23558.64,0.3032,Moderate (20-35%),8948.24
LN-110671,CUST-20671,BR-001,Auto Loan,New Vehicle,2021-12-09,2021-12-12,17300.0,Small ($10k-$25k),7.11,72,295.86,Approved,1,Low Risk,0.0174,0,15138.36,0.3537,Manageable (36-49%),1230.03
LN-116428,CUST-26428,BR-010,Auto Loan,Used Vehicle,2021-09-15,,58000.0,Medium ($25k-$75k),5.84,72,956.85,Rejected,0,Low Risk,0.008,0,17043.95,0.1463,Low (<20%),3387.2
LN-115770,CUST-25770,BR-012,Auto Loan,New Vehicle,2023-05-14,2023-05-18,17800.0,Small ($10k-$25k),8.19,60,362.54,Approved,1,Low Risk,0.0217,0,17886.12,0.2786,Moderate (20-35%),1457.82
LN-104484,CUST-14484,BR-001,Education Loan,Undergraduate Studies,2021-01-16,2021-01-26,18900.0,Small ($10k-$25k),7.58,120,225.14,Approved,1,Medium Risk,0.0577,0,11807.34,0.3713,Manageable (36-49%),1432.62
LN-115172,CUST-25172,BR-002,Home Loan,Home Purchase,2023-06-10,2023-06-24,444500.0,Jumbo (>=$200k),4.99,180,3512.76,Approved,1,Low Risk,0.008,0,27484.08,0.2298,Moderate (20-35%),22180.55
LN-109181,CUST-19181,BR-001,Auto Loan,New Vehicle,2021-02-03,2021-02-11,39700.0,Medium ($25k-$75k),5.07,36,1191.09,Approved,1,Low Risk,0.008,0,13620.84,0.1338,Low (<20%),2012.79
LN-112972,CUST-22972,BR-007,Personal Loan,Debt Consolidation,2024-05-09,2024-05-16,10600.0,Small ($10k-$25k),12.8,60,240.1,Approved,1,Medium Risk,0.0716,0,18897.03,0.4117,Manageable (36-49%),1356.8
LN-112478,CUST-22478,BR-007,Auto Loan,New Vehicle,2021-11-12,2021-11-19,27800.0,Medium ($25k-$75k),5.52,48,646.78,Approved,1,Low Risk,0.008,0,7516.48,0.0664,Low (<20%),1534.56
LN-115065,CUST-25065,BR-011,Personal Loan,Debt Consolidation,2023-01-11,2023-01-19,20400.0,Small ($10k-$25k),12.38,60,457.71,Approved,1,Medium Risk,0.083,0,55081.58,0.3398,Moderate (20-35%),2525.52
LN-111217,CUST-21217,BR-001,Auto Loan,New Vehicle,2023-06-24,2023-07-05,17000.0,Small ($10k-$25k),7.18,72,291.3,Approved,1,Low Risk,0.0285,0,27061.1,0.3707,Manageable (36-49%),1220.6
LN-107235,CUST-17235,BR-012,Home Loan,Home Purchase,2021-05-09,2021-05-23,470400.0,Jumbo (>=$200k),5.76,360,2748.12,Approved,1,Low Risk,0.0099,0,34272.36,0.2988,Moderate (20-35%),27095.04
LN-104609,CUST-14609,BR-013,Education Loan,Undergraduate Studies,2022-10-02,2022-10-10,49100.0,Medium ($25k-$75k),4.81,120,516.23,Approved,1,Low Risk,0.008,0,21626.78,0.1726,Low (<20%),2361.71
LN-117197,CUST-27197,BR-012,Business Loan,Business Expansion,2023-07-28,,70100.0,Medium ($25k-$75k),10.08,120,929.48,Rejected,0,Medium Risk,0.0626,0,21047.62,0.3299,Moderate (20-35%),7066.08
LN-100501,CUST-10501,BR-010,Personal Loan,Home Renovation,2024-01-19,2024-01-23,13100.0,Small ($10k-$25k),12.63,48,349.04,Approved,1,Medium Risk,0.0611,0,21943.75,0.3511,Manageable (36-49%),1654.53
LN-114832,CUST-24832,BR-013,Auto Loan,Used Vehicle,2023-02-27,2023-03-02,25200.0,Medium ($25k-$75k),7.28,48,606.72,Approved,1,Low Risk,0.0112,0,28272.6,0.339,Moderate (20-35%),1834.56
LN-111016,CUST-21016,BR-010,Business Loan,Working Capital,2021-08-17,2021-08-25,70700.0,Medium ($25k-$75k),8.63,60,1454.95,Approved,1,Low Risk,0.0156,0,24276.0,0.255,Moderate (20-35%),6101.41
LN-115652,CUST-25652,BR-014,Auto Loan,New Vehicle,2023-02-24,,8200.0,Micro (<$10k),6.6,60,160.83,Rejected,0,Low Risk,0.0128,0,9515.41,0.3791,Manageable (36-49%),541.2
LN-101047,CUST-11047,BR-011,Education Loan,Undergraduate Studies,2021-08-12,2021-08-17,42600.0,Medium ($25k-$75k),5.14,60,806.65,Approved,1,Low Risk,0.008,0,23857.55,0.1901,Low (<20%),2189.64
LN-106328,CUST-16328,BR-012,Education Loan,Undergraduate Studies,2024-04-26,2024-05-10,47300.0,Medium ($25k-$75k),6.65,180,415.94,Approved,1,Low Risk,0.0223,0,35605.4,0.3359,Moderate (20-35%),3145.45
LN-109194,CUST-19194,BR-001,Home Loan,Home Purchase,2023-08-25,2023-09-05,368800.0,Jumbo (>=$200k),3.27,180,2595.03,Approved,1,Low Risk,0.008,0,22417.05,0.2235,Moderate (20-35%),12059.76
LN-112987,CUST-22987,BR-005,Personal Loan,Home Renovation,2022-03-21,,4400.0,Micro (<$10k),11.69,12,390.3,Rejected,0,Low Risk,0.0371,0,10184.0,0.268,Moderate (20-35%),514.36
LN-113171,CUST-23171,BR-010,Home Loan,Home Purchase,2023-12-04,2023-12-16,364500.0,Jumbo (>=$200k),6.4,240,2696.2,Approved,1,Low Risk,0.012,0,32402.08,0.3821,Manageable (36-49%),23328.0
LN-112086,CUST-22086,BR-001,Education Loan,Graduate School,2022-12-23,2022-12-30,33000.0,Medium ($25k-$75k),6.36,120,372.36,Approved,1,Low Risk,0.013,0,13905.45,0.2377,Moderate (20-35%),2098.8
LN-114365,CUST-24365,BR-007,Auto Loan,New Vehicle,2022-05-27,2022-06-01,19000.0,Small ($10k-$25k),5.74,36,575.78,Approved,1,Low Risk,0.008,0,10746.08,0.2858,Moderate (20-35%),1090.6
LN-119189,CUST-29189,BR-014,Home Loan,Home Purchase,2024-02-16,2024-02-21,184300.0,Large ($75k-$200k),4.56,240,1171.95,Approved,1,Low Risk,0.008,0,14382.06,0.2541,Moderate (20-35%),8404.08
LN-103140,CUST-13140,BR-012,Education Loan,Undergraduate Studies,2021-08-30,2021-09-10,34700.0,Medium ($25k-$75k),5.39,120,374.7,Approved,1,Low Risk,0.008,0,10719.12,0.1514,Low (<20%),1870.33
LN-113333,CUST-23333,BR-011,Home Loan,Refinance,2023-10-16,,70800.0,Medium ($25k-$75k),8.45,360,541.88,Rejected,0,Medium Risk,0.1427,0,17136.0,0.68,Critical (>=50%),5982.6
LN-112525,CUST-22525,BR-010,Business Loan,Working Capital,2023-01-23,,70300.0,Medium ($25k-$75k),8.46,24,3194.25,Rejected,0,Low Risk,0.0146,0,6835.08,0.1442,Low (<20%),5947.38
LN-116818,CUST-26818,BR-003,Auto Loan,New Vehicle,2024-03-05,,13000.0,Small ($10k-$25k),8.7,36,411.58,Pending,0,Low Risk,0.0366,0,21271.8,0.363,Manageable (36-49%),1131.0
LN-100778,CUST-10778,BR-010,Personal Loan,Debt Consolidation,2024-01-18,2024-01-25,45000.0,Medium ($25k-$75k),11.77,24,2113.48,Approved,1,Low Risk,0.033,0,47663.4,0.2812,Moderate (20-35%),5296.5
LN-110530,CUST-20530,BR-004,Home Loan,Home Purchase,2022-12-25,,405000.0,Jumbo (>=$200k),7.29,240,3210.85,Rejected,0,Low Risk,0.0462,0,42079.09,0.4619,Manageable (36-49%),29524.5
LN-112891,CUST-22891,BR-013,Auto Loan,Used Vehicle,2024-03-01,2024-03-10,25800.0,Medium ($25k-$75k),8.91,72,463.91,Approved,1,Medium Risk,0.0762,0,33485.34,0.3921,Manageable (36-49%),2298.78
LN-115057,CUST-25057,BR-004,Home Loan,Home Purchase,2023-10-01,2023-10-09,78200.0,Large ($75k-$200k),4.74,360,407.46,Approved,1,Low Risk,0.008,0,4094.79,0.1581,Low (<20%),3706.68
LN-104020,CUST-14020,BR-008,Business Loan,Business Expansion,2023-12-17,2023-12-28,69000.0,Medium ($25k-$75k),6.66,36,2119.81,Approved,1,Low Risk,0.008,0,8493.39,0.1137,Low (<20%),4595.4
LN-109387,CUST-19387,BR-012,Personal Loan,Major Purchase,2021-07-25,2021-07-31,16100.0,Small ($10k-$25k),12.75,24,763.53,Approved,1,Medium Risk,0.0512,0,29582.52,0.3377,Moderate (20-35%),2052.75
LN-109554,CUST-19554,BR-004,Home Loan,Home Purchase,2021-12-08,2021-12-11,470100.0,Jumbo (>=$200k),3.25,360,2045.9,Approved,1,Low Risk,0.008,0,10304.22,0.0863,Low (<20%),15278.25
LN-114356,CUST-24356,BR-012,Business Loan,Business Expansion,2023-07-18,,54600.0,Medium ($25k-$75k),9.14,120,695.79,Rejected,0,Low Risk,0.0355,0,11915.52,0.3712,Manageable (36-49%),4990.44
LN-118083,CUST-28083,BR-010,Personal Loan,Debt Consolidation,2021-09-21,2021-09-25,8200.0,Micro (<$10k),13.86,36,279.7,Approved,1,High Risk,0.2222,0,28025.98,0.3998,Manageable (36-49%),1136.52
LN-110570,CUST-20570,BR-011,Home Loan,Home Purchase,2024-03-13,2024-03-20,150700.0,Large ($75k-$200k),3.25,240,854.76,Approved,1,Low Risk,0.008,0,7190.26,0.2254,Moderate (20-35%),4897.75
LN-113592,CUST-23592,BR-005,Home Loan,Home Purchase,2023-02-09,2023-02-17,348900.0,Jumbo (>=$200k),6.56,240,2613.64,Approved,1,Low Risk,0.0136,0,25616.8,0.284,Moderate (20-35%),22887.84
LN-113571,CUST-23571,BR-012,Auto Loan,New Vehicle,2021-03-10,2021-03-13,38800.0,Medium ($25k-$75k),7.34,72,667.85,Approved,1,Low Risk,0.0138,0,17337.54,0.2398,Moderate (20-35%),2847.92
LN-106084,CUST-16084,BR-006,Personal Loan,Major Purchase,2023-03-30,,12800.0,Small ($10k-$25k),10.92,36,418.57,Pending,0,Low Risk,0.0161,0,9988.38,0.2094,Moderate (20-35%),1397.76
LN-109306,CUST-19306,BR-014,Auto Loan,New Vehicle,2022-04-18,2022-04-21,55500.0,Medium ($25k-$75k),4.7,60,1039.74,Approved,1,Low Risk,0.008,0,20893.6,0.196,Low (<20%),2608.5
LN-102983,CUST-12983,BR-012,Home Loan,Home Purchase,2021-06-01,2021-06-13,203500.0,Jumbo (>=$200k),4.62,240,1300.66,Approved,1,Low Risk,0.008,0,12523.36,0.2699,Moderate (20-35%),9401.7
LN-117370,CUST-27370,BR-001,Auto Loan,New Vehicle,2024-02-12,2024-02-22,29100.0,Medium ($25k-$75k),5.17,60,551.42,Approved,1,Low Risk,0.008,0,9038.4,0.1614,Low (<20%),1504.47
LN-118150,CUST-28150,BR-015,Personal Loan,Debt Consolidation,2021-04-15,,16000.0,Small ($10k-$25k),13.52,60,368.32,Rejected,0,High Risk,0.2361,0,36612.0,0.452,Manageable (36-49%),2163.2
LN-111698,CUST-21698,BR-008,Auto Loan,New Vehicle,2022-03-25,2022-04-07,17300.0,Small ($10k-$25k),7.26,60,344.69,Approved,1,Low Risk,0.0188,0,13940.5,0.2845,Moderate (20-35%),1255.98
LN-105891,CUST-15891,BR-011,Home Loan,Home Purchase,2021-04-04,2021-04-15,400600.0,Jumbo (>=$200k),4.49,360,2027.4,Approved,1,Low Risk,0.008,0,24859.52,0.2864,Moderate (20-35%),17986.94
LN-114696,CUST-24696,BR-007,Home Loan,Home Purchase,2022-07-14,2022-07-28,106500.0,Large ($75k-$200k),5.99,360,637.84,Approved,1,Low Risk,0.009,0,6169.26,0.2694,Moderate (20-35%),6379.35
LN-110954,CUST-20954,BR-005,Business Loan,Business Expansion,2021-04-08,2021-04-19,141400.0,Large ($75k-$200k),8.48,120,1751.65,Approved,1,Low Risk,0.0329,0,47812.64,0.3958,Manageable (36-49%),11990.72
LN-109188,CUST-19188,BR-001,Home Loan,Refinance,2022-11-06,2022-11-19,335400.0,Jumbo (>=$200k),6.07,360,2026.01,Approved,1,Low Risk,0.0176,0,42102.4,0.3568,Manageable (36-49%),20358.78
LN-109157,CUST-19157,BR-014,Home Loan,Refinance,2021-03-03,2021-03-07,394700.0,Jumbo (>=$200k),3.41,240,2270.89,Approved,1,Low Risk,0.008,0,12028.59,0.1281,Low (<20%),13459.27
LN-106006,CUST-16006,BR-001,Personal Loan,Wedding,2024-04-26,2024-04-29,17900.0,Small ($10k-$25k),11.88,36,593.51,Approved,1,Low Risk,0.0431,0,19094.4,0.288,Moderate (20-35%),2126.52
LN-100566,CUST-10566,BR-007,Education Loan,Undergraduate Studies,2022-03-20,2022-03-30,35600.0,Medium ($25k-$75k),6.25,84,524.34,Approved,1,Low Risk,0.0167,0,11496.84,0.1788,Low (<20%),2225.0
LN-104119,CUST-14119,BR-009,Auto Loan,New Vehicle,2021-08-25,2021-09-03,6200.0,Micro (<$10k),7.48,48,149.85,Approved,1,Low Risk,0.0305,0,6690.7,0.2909,Moderate (20-35%),463.76
LN-105900,CUST-15900,BR-010,Auto Loan,New Vehicle,2023-05-08,2023-05-15,30300.0,Medium ($25k-$75k),6.06,60,586.63,Approved,1,Low Risk,0.008,0,30837.21,0.2991,Moderate (20-35%),1836.18
LN-100841,CUST-10841,BR-008,Auto Loan,New Vehicle,2022-10-03,2022-10-15,31700.0,Medium ($25k-$75k),7.73,48,769.88,Approved,1,Low Risk,0.0205,0,21973.0,0.3139,Moderate (20-35%),2450.41
LN-103889,CUST-13889,BR-001,Home Loan,Home Purchase,2023-12-19,2023-12-29,362600.0,Jumbo (>=$200k),4.13,240,2222.2,Approved,1,Low Risk,0.008,0,40870.68,0.3236,Moderate (20-35%),14975.38
LN-109835,CUST-19835,BR-002,Personal Loan,Major Purchase,2021-01-14,2021-01-21,10300.0,Small ($10k-$25k),9.03,36,327.68,Approved,1,Low Risk,0.008,0,12980.23,0.1289,Low (<20%),930.09
LN-114603,CUST-24603,BR-004,Home Loan,Home Purchase,2021-02-07,2021-02-21,550000.0,Jumbo (>=$200k),3.7,360,2531.56,Approved,1,Low Risk,0.008,0,20470.76,0.1667,Low (<20%),20350.0
LN-107642,CUST-17642,BR-012,Home Loan,Refinance,2021-01-16,,234100.0,Jumbo (>=$200k),7.81,180,2211.58,Pending,0,Medium Risk,0.0596,0,21014.31,0.4049,Manageable (36-49%),18283.21
LN-117231,CUST-27231,BR-008,Education Loan,Graduate School,2024-04-08,2024-04-12,59400.0,Medium ($25k-$75k),6.2,180,507.69,Approved,1,Low Risk,0.0196,0,49956.84,0.3676,Manageable (36-49%),3682.8
LN-108656,CUST-18656,BR-013,Education Loan,Vocational Training,2024-05-28,2024-05-31,17600.0,Small ($10k-$25k),7.09,120,205.17,Approved,1,Low Risk,0.0286,0,10322.51,0.2299,Moderate (20-35%),1247.84
LN-102667,CUST-12667,BR-005,Education Loan,Undergraduate Studies,2022-12-21,,14200.0,Small ($10k-$25k),8.9,84,227.74,Rejected,0,Medium Risk,0.1139,0,9305.52,0.4011,Manageable (36-49%),1263.8
LN-109342,CUST-19342,BR-002,Education Loan,Undergraduate Studies,2021-04-08,2021-04-22,49900.0,Medium ($25k-$75k),4.72,84,698.74,Approved,1,Low Risk,0.008,0,13435.46,0.1801,Low (<20%),2355.28
LN-104093,CUST-14093,BR-004,Home Loan,Refinance,2021-01-04,,143600.0,Large ($75k-$200k),7.14,360,968.91,Rejected,0,Low Risk,0.0452,0,18599.24,0.4124,Manageable (36-49%),10253.04
LN-100766,CUST-10766,BR-012,Business Loan,Business Expansion,2023-01-21,2023-01-30,108000.0,Large ($75k-$200k),8.63,60,2222.56,Approved,1,Low Risk,0.0211,0,52230.48,0.3076,Moderate (20-35%),9320.4
LN-101441,CUST-11441,BR-011,Personal Loan,Debt Consolidation,2021-01-09,2021-01-13,22700.0,Small ($10k-$25k),11.78,36,751.58,Approved,1,Medium Risk,0.0587,1,45858.96,0.4718,Manageable (36-49%),2674.06
LN-112358,CUST-22358,BR-015,Auto Loan,Used Vehicle,2023-05-17,,5500.0,Micro (<$10k),9.11,48,137.16,Rejected,0,Medium Risk,0.0909,0,7995.6,0.4442,Manageable (36-49%),501.05
LN-114094,CUST-24094,BR-004,Personal Loan,Medical Expenses,2023-09-14,2023-09-21,11200.0,Small ($10k-$25k),14.53,48,309.04,Approved,1,Very High Risk,0.3152,1,25250.4,0.504,Critical (>=50%),1627.36
LN-103873,CUST-13873,BR-006,Personal Loan,Debt Consolidation,2021-02-19,2021-03-04,20000.0,Small ($10k-$25k),11.39,36,658.47,Approved,1,Low Risk,0.021,0,25832.52,0.2754,Moderate (20-35%),2278.0
LN-115186,CUST-25186,BR-012,Business Loan,Working Capital,2021-09-18,,48400.0,Medium ($25k-$75k),10.73,24,2249.76,Rejected,0,High Risk,0.1872,0,21109.92,0.4776,Manageable (36-49%),5193.32
LN-118767,CUST-28767,BR-009,Auto Loan,Used Vehicle,2023-08-31,2023-09-07,32400.0,Medium ($25k-$75k),5.52,60,619.18,Approved,1,Low Risk,0.008,0,15085.6,0.173,Low (<20%),1788.48
LN-110509,CUST-20509,BR-001,Education Loan,Vocational Training,2021-07-12,,30600.0,Medium ($25k-$75k),7.72,120,366.75,Rejected,0,Medium Risk,0.1239,0,35609.49,0.4767,Manageable (36-49%),2362.32
LN-104866,CUST-14866,BR-010,Home Loan,Home Purchase,2023-05-31,2023-06-08,550000.0,Jumbo (>=$200k),5.16,180,4395.34,Approved,1,Low Risk,0.008,0,25286.34,0.1558,Low (<20%),28380.0
LN-115171,CUST-25171,BR-003,Home Loan,Home Purchase,2023-04-13,2023-04-25,445200.0,Jumbo (>=$200k),5.6,360,2555.8,Approved,1,Low Risk,0.0094,0,24411.8,0.2491,Moderate (20-35%),24931.2
LN-102621,CUST-12621,BR-001,Home Loan,Home Improvement,2024-06-03,,366100.0,Jumbo (>=$200k),5.45,240,2508.03,Rejected,0,Low Risk,0.0085,0,51181.0,0.403,Manageable (36-49%),19952.45
LN-114517,CUST-24517,BR-012,Personal Loan,Major Purchase,2022-11-29,2022-12-12,9500.0,Micro (<$10k),10.61,12,837.9,Approved,1,Low Risk,0.013,0,17406.81,0.1581,Low (<20%),1007.95
LN-113209,CUST-23209,BR-007,Education Loan,Undergraduate Studies,2022-03-25,2022-04-07,18300.0,Small ($10k-$25k),6.73,60,360.04,Approved,1,Low Risk,0.0311,0,17574.96,0.3144,Moderate (20-35%),1231.59
LN-113652,CUST-23652,BR-013,Home Loan,Refinance,2022-08-13,2022-08-20,352300.0,Jumbo (>=$200k),8.32,360,2664.07,Approved,1,Medium Risk,0.1002,0,45528.5,0.4922,Manageable (36-49%),29311.36
LN-106710,CUST-16710,BR-005,Auto Loan,New Vehicle,2021-02-06,,10300.0,Small ($10k-$25k),7.86,72,179.89,Pending,0,Low Risk,0.0254,0,14493.24,0.3804,Manageable (36-49%),809.58
LN-110221,CUST-20221,BR-007,Education Loan,Undergraduate Studies,2023-10-08,2023-10-19,16900.0,Small ($10k-$25k),5.5,180,138.09,Approved,1,Low Risk,0.0084,0,13156.26,0.2626,Moderate (20-35%),929.5
LN-103027,CUST-13027,BR-001,Personal Loan,Wedding,2021-11-25,,12600.0,Small ($10k-$25k),10.41,60,270.26,Rejected,0,Low Risk,0.0101,0,14459.4,0.2493,Moderate (20-35%),1311.66
LN-115146,CUST-25146,BR-001,Home Loan,Home Purchase,2022-09-30,2022-10-09,229300.0,Jumbo (>=$200k),4.95,240,1506.95,Approved,1,Low Risk,0.008,0,16931.2,0.208,Moderate (20-35%),11350.35
LN-104103,CUST-14103,BR-013,Personal Loan,Major Purchase,2023-08-29,2023-09-04,6600.0,Micro (<$10k),12.39,36,220.45,Approved,1,Medium Risk,0.0513,0,14466.28,0.2876,Moderate (20-35%),817.74
LN-101299,CUST-11299,BR-002,Home Loan,Refinance,2022-07-23,2022-07-26,340100.0,Jumbo (>=$200k),7.58,180,3168.25,Approved,1,Medium Risk,0.0547,0,47833.76,0.3538,Manageable (36-49%),25779.58
LN-119067,CUST-29067,BR-002,Personal Loan,Debt Consolidation,2022-07-21,2022-08-04,7300.0,Micro (<$10k),10.25,24,337.7,Approved,1,Low Risk,0.008,0,5968.2,0.0735,Low (<20%),748.25
LN-106339,CUST-16339,BR-010,Auto Loan,Used Vehicle,2022-08-23,,32500.0,Medium ($25k-$75k),8.04,60,659.61,Rejected,0,Low Risk,0.0315,0,16270.08,0.2676,Moderate (20-35%),2613.0
LN-102023,CUST-12023,BR-007,Personal Loan,Wedding,2024-03-20,,3000.0,Micro (<$10k),13.78,12,269.05,Rejected,0,High Risk,0.2844,0,8972.37,0.4293,Manageable (36-49%),413.4
LN-116397,CUST-26397,BR-010,Education Loan,Undergraduate Studies,2023-10-04,,10900.0,Small ($10k-$25k),8.23,120,133.58,Rejected,0,Medium Risk,0.1158,0,9576.54,0.3846,Manageable (36-49%),897.07
LN-107373,CUST-17373,BR-008,Personal Loan,Wedding,2023-02-08,2023-02-17,15700.0,Small ($10k-$25k),10.51,36,510.36,Approved,1,Low Risk,0.008,0,27076.24,0.1462,Low (<20%),1650.07
LN-109386,CUST-19386,BR-001,Business Loan,Business Expansion,2024-03-01,2024-03-15,23600.0,Small ($10k-$25k),7.95,60,477.96,Approved,1,Low Risk,0.0171,0,5701.49,0.2029,Moderate (20-35%),1876.2
LN-102686,CUST-12686,BR-009,Auto Loan,New Vehicle,2023-03-03,2023-03-14,32900.0,Medium ($25k-$75k),7.93,48,802.1,Approved,1,Low Risk,0.0243,0,17821.78,0.2438,Moderate (20-35%),2608.97
LN-118043,CUST-28043,BR-012,Auto Loan,New Vehicle,2023-12-18,2024-01-01,31500.0,Medium ($25k-$75k),7.44,60,630.3,Approved,1,Low Risk,0.0143,0,27424.32,0.2597,Moderate (20-35%),2343.6
LN-118877,CUST-28877,BR-007,Auto Loan,New Vehicle,2021-02-13,2021-02-21,38400.0,Medium ($25k-$75k),7.38,60,767.27,Approved,1,Low Risk,0.0114,0,14591.76,0.1956,Low (<20%),2833.92
LN-107786,CUST-17786,BR-010,Personal Loan,Medical Expenses,2023-03-14,2023-03-26,9300.0,Micro (<$10k),9.6,60,195.77,Approved,1,Low Risk,0.008,0,16436.28,0.1428,Low (<20%),892.8
LN-101026,CUST-11026,BR-015,Business Loan,Business Expansion,2023-10-05,2023-10-10,111300.0,Large ($75k-$200k),8.48,36,3512.44,Approved,1,Low Risk,0.021,0,35688.33,0.3027,Moderate (20-35%),9438.24
LN-115496,CUST-25496,BR-004,Personal Loan,Major Purchase,2023-05-17,2023-05-20,25100.0,Medium ($25k-$75k),12.33,24,1185.42,Approved,1,Low Risk,0.0484,0,22236.76,0.1937,Low (<20%),3094.83
LN-109405,CUST-19405,BR-010,Home Loan,Home Purchase,2023-12-20,2023-12-26,325100.0,Jumbo (>=$200k),6.58,360,2071.99,Approved,1,Low Risk,0.0185,0,25820.79,0.3349,Moderate (20-35%),21391.58
LN-108651,CUST-18651,BR-015,Education Loan,Undergraduate Studies,2021-09-03,2021-09-11,63400.0,Medium ($25k-$75k),5.72,120,694.99,Approved,1,Low Risk,0.0116,0,23427.36,0.2552,Moderate (20-35%),3626.48
